transaction_id,transaction_date,settlement_date,settlement_days,customer_id,merchant_id,merchant_name,region,country,category,product_id,invoice_id,payment_method,card_type,payment_gateway,amount,fee,tax,net_amount,ledger_amount,reconciliation_status,status,refund_amount,dispute_id,processing_time_seconds,batch_id,created_at,updated_at
07227fdf-95f7-414a-9b50-ce45a6651fc7,2025-06-26 18:29:06,2025-07-01,5,C2091,M1002,Merchant_3,APAC,Singapore,Travel,P144,INV84611,card,rupay,GatewayA,445.9,7.83,53.51,384.56,384.56,matched,success,0.0,,61,B1104,2025-06-26 17:30:12,2025-06-26 19:20:40
1d7c7461-3d9f-4091-9419-32884bf09ec3,2025-06-27 22:55:57,2025-06-30,3,C2393,M1023,Merchant_24,AMER,Canada,Travel,P157,INV85393,card,mastercard,GatewayC,38.14,0.89,0.0,37.25,37.25,matched,success,0.0,,21,B1002,2025-06-27 22:04:40,2025-06-27 22:58:22
9b13d132-ed09-4b96-a1dd-ae02454badb2,2025-08-03 13:55:30,2025-08-08,5,C2540,M1058,Merchant_59,AMER,United States,Accommodation,P105,INV72400,netbanking,,GatewayB,48.84,0.42,5.86,42.56,42.56,matched,success,0.0,,39,B1096,2025-08-03 13:41:21,2025-08-03 14:43:59
e649d986-93e7-4040-9cf1-4032a00a2b6d,2025-07-31 19:04:41,2025-08-02,2,C2145,M1007,Merchant_8,APAC,Japan,Accommodation,P102,INV89983,card,rupay,GatewayA,92.88,1.7,4.64,86.54,86.54,matched,success,0.0,,16,B1050,2025-07-31 18:19:26,2025-07-31 19:13:08
c8d3602a-9e1f-474b-99dd-6e9f206889dc,2025-03-24 21:25:34,2025-03-31,7,C2441,M1031,Merchant_32,AMER,Canada,Accommodation,P155,INV93717,card,mastercard,GatewayC,8.45,0.63,1.01,6.81,6.81,matched,success,0.0,,13,B1076,2025-03-24 21:11:31,2025-03-24 21:56:34
d9d0154e-88d1-4c75-8a12-7d3e41ac15cf,2025-05-20 05:43:10,2025-05-27,7,C2207,M1047,Merchant_48,EMEA,UK,Transport,P153,INV82692,card,rupay,GatewayA,54.91,1.15,0.0,53.76,53.76,matched,success,0.0,,14,B1061,2025-05-20 05:06:17,2025-05-20 06:33:13
8f3a2758-036a-45ce-ab97-0772d6f2b39f,2025-08-03 07:10:06,2025-08-05,2,C2009,M1042,Merchant_43,EMEA,Netherlands,Retail,P156,INV71748,netbanking,,GatewayA,49.79,0.86,0.0,48.93,48.93,matched,success,0.0,,82,B1034,2025-08-03 06:18:39,2025-08-03 07:18:05
1d3fa3a4-2957-420a-931f-032fcd730114,2025-06-17 02:17:50,2025-06-22,5,C2574,M1003,Merchant_4,AMER,Brazil,Retail,P126,INV92738,card,visa,GatewayA,18.42,0.55,3.32,14.55,14.55,matched,success,0.0,,44,B1017,2025-06-17 02:05:22,2025-06-17 02:35:14
fb38cb3b-c76e-41ec-a1df-ec06adeba82b,2025-06-16 02:04:10,2025-06-21,5,C2483,M1023,Merchant_24,AMER,Canada,Travel,P147,INV97236,upi,,GatewayB,18.09,0.61,2.17,15.31,15.31,matched,success,0.0,,22,B1010,2025-06-16 01:40:25,2025-06-16 02:21:30
a326918f-87de-4d8a-83bd-74d2d6433336,2025-07-20 08:40:41,2025-07-23,3,C2362,M1042,Merchant_43,EMEA,Netherlands,Retail,P138,INV77777,card,rupay,GatewayA,223.8,4.33,0.0,219.47,219.47,matched,success,0.0,,14,B1058,2025-07-20 08:03:53,2025-07-20 08:51:44
703d04d9-750b-4a6d-9d95-4a3c15854ffd,2025-04-03 22:56:09,2025-04-07,4,C2151,M1040,Merchant_41,AMER,United States,Food,P123,INV74108,card,amex,GatewayC,172.27,3.12,8.61,160.54,160.54,matched,success,0.0,,7,B1027,2025-04-03 22:08:23,2025-04-03 22:58:52
84701c83-e645-474c-be10-4ad0d9a28734,2025-06-02 01:37:28,2025-06-03,1,C2006,M1003,Merchant_4,AMER,Brazil,Retail,P169,INV55933,card,amex,GatewayA,31.51,0.65,1.58,29.28,29.28,matched,success,0.0,,27,B1032,2025-06-02 01:18:49,2025-06-02 02:00:46
5d235aaf-460b-4607-bbfd-3c0965240621,2025-05-28 23:33:53,2025-06-01,4,C2503,M1047,Merchant_48,EMEA,UK,Transport,P107,INV59148,card,mastercard,GatewayA,84.45,1.9,0.0,82.55,82.55,matched,success,0.0,,88,B1040,2025-05-28 23:02:25,2025-05-28 23:59:13
464295d5-f37e-4e2d-9577-ec1d795dd15e,2025-06-14 03:12:36,2025-06-19,5,C2176,M1001,Merchant_2,AMER,Canada,Accommodation,P123,INV66083,card,amex,GatewayA,126.88,2.23,22.84,101.81,101.81,matched,success,0.0,,27,B1109,2025-06-14 02:17:59,2025-06-14 03:24:47
0a4b1e9f-8ad0-42ac-b6b9-3ae76be469c2,2025-06-24 16:05:58,2025-06-26,2,C2644,M1013,Merchant_14,EMEA,France,Travel,P102,INV77672,upi,,GatewayC,23.83,0.82,2.86,20.15,10.18,unmatched,success,0.0,,50,B1075,2025-06-24 15:33:04,2025-06-24 16:43:27
58f2ff41-5fd5-4c2b-99f7-5d9a276b0a9d,2025-06-29 12:08:08,2025-07-01,2,C2000,M1022,Merchant_23,EMEA,France,Accommodation,P162,INV90249,card,visa,GatewayA,356.89,6.29,0.0,350.6,350.6,matched,refunded,242.2,090d9e1d-dfe5-415c-aef1-aa242d5751d7,54,B1042,2025-06-29 11:18:27,2025-06-29 12:09:13
5fb2d09c-5c09-4e07-9a52-a3d2ac9c1f4c,2025-07-15 05:33:13,2025-07-16,1,C2724,M1058,Merchant_59,AMER,United States,Accommodation,P101,INV71612,upi,,GatewayA,219.7,2.56,0.0,217.14,217.14,matched,refunded,119.17,196f7af7-d667-4db9-9ec2-2aac60a266b8,38,B1061,2025-07-15 04:47:12,2025-07-15 06:08:07
2c060677-0fc7-4f2d-9c8e-606fd4132ab9,2025-05-29 17:55:02,2025-06-01,3,C2668,M1056,Merchant_57,AMER,United States,Travel,P108,INV70284,card,mastercard,GatewayA,21.0,0.92,1.05,19.03,19.03,matched,success,0.0,,14,B1106,2025-05-29 17:15:33,2025-05-29 17:55:39
fe03a6ef-8962-449d-afde-1e4e8733fc5d,2025-06-12 15:22:11,2025-06-14,2,C2284,M1041,Merchant_42,AMER,United States,Food,P150,INV70451,card,rupay,GatewayA,328.18,6.29,39.38,282.51,282.51,matched,success,0.0,,140,B1007,2025-06-12 14:27:48,2025-06-12 16:06:31
c7726ae0-8572-4db7-8351-c271d2a6f1e7,2025-07-23 16:29:02,2025-07-30,7,C2382,M1028,Merchant_29,APAC,Singapore,Travel,P165,INV91702,upi,,GatewayB,30.46,0.67,0.0,29.79,29.79,matched,success,0.0,,6,B1030,2025-07-23 16:15:00,2025-07-23 17:04:28
d37ecd3b-e822-40c2-ad01-144e32801763,2025-06-07 11:41:33,2025-06-12,5,C2055,M1003,Merchant_4,AMER,Brazil,Retail,P103,INV60397,wallet,,GatewayC,29.74,1.1,0.0,28.64,28.64,matched,success,0.0,,31,B1086,2025-06-07 11:03:44,2025-06-07 11:47:01
182486c4-5e20-4885-a999-64abe2add593,2025-04-07 11:59:56,2025-04-12,5,C2243,M1047,Merchant_48,EMEA,UK,Transport,P152,INV97934,wallet,,GatewayA,76.05,1.72,9.13,65.2,65.2,matched,success,0.0,,37,B1095,2025-04-07 11:21:32,2025-04-07 12:42:57
c5d226e9-6ea9-4353-a5c2-832e2d843745,2025-08-15 06:54:41,2025-08-19,4,C2620,M1048,Merchant_49,AMER,United States,Retail,P148,INV69113,wallet,,GatewayC,138.97,2.8,0.0,136.17,129.34,unmatched,success,0.0,,66,B1116,2025-08-15 06:44:20,2025-08-15 07:41:20
a71183e3-b03b-40d7-9284-961f6a7a1f7e,2025-06-26 08:31:40,2025-06-28,2,C2026,M1015,Merchant_16,APAC,Japan,Travel,P101,INV87830,card,rupay,GatewayA,133.98,2.56,0.0,131.42,131.42,matched,success,0.0,,25,B1000,2025-06-26 07:55:36,2025-06-26 09:04:50
e1b20d0f-32e7-4fc3-a2c1-5ff83b6dff64,2025-04-13 10:42:29,2025-04-18,5,C2510,M1007,Merchant_8,APAC,Japan,Accommodation,P172,INV67315,upi,,GatewayA,61.2,0.89,0.0,60.31,60.31,matched,failed,0.0,,16,B1066,2025-04-13 10:07:46,2025-04-13 11:07:40
d46e92b0-172f-49f8-8ee3-c7c436ae8995,2025-04-02 11:33:50,2025-04-06,4,C2176,M1025,Merchant_26,AMER,Brazil,Accommodation,P129,INV66250,card,rupay,GatewayB,7.41,0.65,0.0,6.76,6.76,matched,success,0.0,,13,B1014,2025-04-02 11:12:39,2025-04-02 12:14:33
d21b7e1c-ed6a-42c2-9063-e9fec52229e9,2025-03-10 07:46:03,2025-03-15,5,C2739,M1036,Merchant_37,EMEA,Netherlands,Retail,P161,INV73046,upi,,GatewayB,6.54,0.5,0.33,5.71,5.71,matched,success,0.0,,101,B1106,2025-03-10 07:07:21,2025-03-10 08:20:34
451824df-1819-4abd-9af0-9bd4553b40ef,2025-06-06 08:16:33,2025-06-13,7,C2359,M1050,Merchant_51,AMER,United States,Accommodation,P119,INV70535,card,mastercard,GatewayB,158.59,2.83,7.93,147.83,147.83,matched,success,0.0,,38,B1014,2025-06-06 08:10:00,2025-06-06 09:01:05
04fb8087-85bf-461b-ade1-18e4c96d718d,2025-05-14 23:39:27,2025-05-15,1,C2612,M1002,Merchant_3,APAC,Singapore,Travel,P113,INV63300,card,mastercard,GatewayB,120.52,2.17,0.0,118.35,118.35,matched,success,0.0,,15,B1084,2025-05-14 23:39:14,2025-05-15 00:31:00
4bf229b3-ce45-4093-8c0a-75c04a263eaf,2025-04-23 23:03:46,2025-04-30,7,C2140,M1008,Merchant_9,EMEA,France,Travel,P142,INV80441,card,mastercard,GatewayC,478.18,8.37,0.0,469.81,469.81,matched,success,0.0,,24,B1010,2025-04-23 22:22:27,2025-04-23 23:14:11
21e74460-85c3-4439-bfc0-02f518525391,2025-06-08 04:35:41,2025-06-13,5,C2495,M1029,Merchant_30,EMEA,Netherlands,Transport,P138,INV77243,card,visa,GatewayB,138.96,2.5,6.95,129.51,129.51,matched,refunded,133.46,13b3be77-5bb6-4242-9917-714eec726a6c,5,B1021,2025-06-08 04:34:14,2025-06-08 04:49:01
ecabe227-6074-4c0b-951b-aaf94bcc3ef5,2025-07-19 17:12:22,2025-07-21,2,C2257,M1024,Merchant_25,AMER,Brazil,Accommodation,P156,INV78626,card,amex,GatewayB,40.75,1.3,4.89,34.56,34.56,matched,success,0.0,,99,B1020,2025-07-19 16:25:43,2025-07-19 18:09:51
ba87fb22-d144-4c39-ac47-5fa96e130add,2025-03-12 08:34:35,2025-03-13,1,C2338,M1047,Merchant_48,EMEA,UK,Transport,P126,INV65659,netbanking,,GatewayB,128.54,1.39,6.43,120.72,120.72,matched,success,0.0,,41,B1066,2025-03-12 08:27:43,2025-03-12 09:02:40
1087b7b0-9d8f-48c4-9e94-a930c20e9cb8,2025-04-23 16:38:10,2025-04-26,3,C2157,M1031,Merchant_32,AMER,Canada,Accommodation,P117,INV98081,card,rupay,GatewayA,277.9,5.16,0.0,272.74,272.74,matched,success,0.0,,31,B1082,2025-04-23 15:57:42,2025-04-23 17:28:16
584dd16e-ae1f-462a-8a9e-ca1902b229df,2025-08-31 08:58:30,2025-09-02,2,C2302,M1011,Merchant_12,EMEA,UK,Travel,P123,INV65195,upi,,GatewayA,88.2,0.94,15.88,71.38,71.38,matched,success,0.0,,32,B1046,2025-08-31 08:29:20,2025-08-31 09:33:26
00bcaf12-b70e-4739-a1fe-e493724d878a,2025-05-18 08:13:20,2025-05-22,4,C2127,M1055,Merchant_56,APAC,India,Accommodation,P136,INV96792,card,visa,GatewayC,29.84,0.92,5.37,23.55,23.55,matched,success,0.0,,34,B1021,2025-05-18 08:02:17,2025-05-18 08:29:00
70d2ad67-b743-415e-873a-929a738515eb,2025-03-21 03:23:50,2025-03-22,1,C2665,M1029,Merchant_30,EMEA,Netherlands,Transport,P163,INV80316,upi,,GatewayC,127.33,1.35,6.37,119.61,119.61,matched,success,0.0,,29,B1114,2025-03-21 02:45:41,2025-03-21 04:00:03
4703b399-4517-4b43-8c1e-7fe20b06f851,2025-06-01 13:41:05,2025-06-02,1,C2307,M1022,Merchant_23,EMEA,France,Accommodation,P113,INV78863,card,mastercard,GatewayA,63.59,1.58,0.0,62.01,62.01,matched,success,0.0,,11,B1003,2025-06-01 13:08:57,2025-06-01 14:24:01
71219e7e-c3c2-457a-99d5-6fa303cbd93a,2025-05-05 10:05:24,2025-05-12,7,C2663,M1059,Merchant_60,AMER,Canada,Retail,P118,INV54545,card,visa,GatewayC,159.85,2.99,19.18,137.68,137.68,matched,success,0.0,,6,B1032,2025-05-05 09:08:21,2025-05-05 10:41:44
8cc7de92-3ddf-46db-aafd-f54449a6e50b,2025-08-18 07:24:13,2025-08-20,2,C2363,M1043,Merchant_44,EMEA,UK,Travel,P111,INV50652,netbanking,,GatewayB,83.11,1.11,9.97,72.03,72.03,matched,success,0.0,,37,B1060,2025-08-18 06:55:35,2025-08-18 07:57:07
7a3fa8de-bc82-4781-8c66-d85a6b5aa51d,2025-04-01 18:29:08,2025-04-04,3,C2220,M1000,Merchant_1,AMER,United States,Travel,P116,INV63142,upi,,GatewayB,49.52,0.75,2.48,46.29,46.29,matched,success,0.0,,56,B1117,2025-04-01 17:32:28,2025-04-01 19:01:03
44c50e74-5f3b-4dd3-897e-b56546f81113,2025-03-09 11:20:53,2025-03-10,1,C2725,M1003,Merchant_4,AMER,Brazil,Retail,P115,INV63529,card,visa,GatewayB,12.07,0.51,0.0,11.56,11.56,matched,success,0.0,,52,B1059,2025-03-09 10:31:44,2025-03-09 11:43:48
275d2322-a390-4da2-9401-a91063f3f656,2025-07-04 00:33:38,2025-07-05,1,C2793,M1013,Merchant_14,EMEA,France,Travel,P164,INV53257,upi,,GatewayC,65.41,1.1,7.85,56.46,56.46,matched,success,0.0,,39,B1091,2025-07-04 00:16:36,2025-07-04 01:14:21
ae672de6-8114-442a-82d1-52190f700428,2025-05-20 04:23:07,2025-05-21,1,C2568,M1040,Merchant_41,AMER,United States,Food,P122,INV51519,card,rupay,GatewayC,93.62,1.95,16.85,74.82,74.82,matched,success,0.0,,40,B1074,2025-05-20 03:43:15,2025-05-20 04:30:51
1fbc53bb-0b3c-4e0e-a7bb-660b1095614a,2025-05-06 17:17:09,2025-05-08,2,C2428,M1017,Merchant_18,EMEA,Germany,Travel,P117,INV52206,upi,,GatewayB,67.17,0.78,12.09,54.3,54.3,matched,success,0.0,,96,B1094,2025-05-06 16:30:17,2025-05-06 17:45:59
07319aae-42cb-4b90-959c-62ede872fa8f,2025-07-24 15:36:14,2025-07-31,7,C2447,M1011,Merchant_12,EMEA,UK,Travel,P129,INV84691,upi,,GatewayB,27.48,0.66,4.95,21.87,21.87,matched,success,0.0,,55,B1091,2025-07-24 15:24:59,2025-07-24 15:39:29
4a640189-e62d-4d10-ba95-0870112b3db6,2025-06-05 03:45:28,2025-06-09,4,C2074,M1009,Merchant_10,APAC,Japan,Transport,P176,INV68507,card,rupay,GatewayA,62.6,1.51,7.51,53.58,53.58,matched,success,0.0,,25,B1012,2025-06-05 03:02:39,2025-06-05 04:05:31
a7594226-1fcf-429b-8a93-e6edcf7a1ebc,2025-07-18 12:49:24,2025-07-25,7,C2388,M1013,Merchant_14,EMEA,France,Travel,P136,INV75266,card,rupay,GatewayA,58.01,1.55,6.96,49.5,49.5,matched,chargeback,51.14,1b7d0112-41be-4e1e-8df1-df16f440f2ff,22,B1015,2025-07-18 12:02:58,2025-07-18 13:18:47
19c8e1ac-cec9-4fea-95ba-bf518bff91a8,2025-05-03 20:58:35,2025-05-07,4,C2772,M1027,Merchant_28,EMEA,Germany,Transport,P119,INV77657,card,rupay,GatewayB,171.95,3.5,0.0,168.45,168.45,matched,success,0.0,,24,B1073,2025-05-03 20:21:28,2025-05-03 21:12:09
ff11ebdd-9f1f-464b-9c0f-164e1e692253,2025-06-01 03:39:52,2025-06-04,3,C2065,M1000,Merchant_1,AMER,United States,Travel,P157,INV83899,netbanking,,GatewayA,31.71,0.27,0.0,31.44,31.44,matched,success,0.0,,92,B1079,2025-06-01 03:21:04,2025-06-01 04:13:47
b72a3c58-b041-4863-98e7-0bde4e73f74e,2025-07-08 02:52:25,2025-07-10,2,C2325,M1057,Merchant_58,AMER,Canada,Travel,P118,INV71727,card,amex,GatewayA,71.75,1.77,0.0,69.98,69.98,matched,success,0.0,,16,B1051,2025-07-08 02:00:43,2025-07-08 03:36:28
40f097bf-e9ab-4df7-afe3-c99e8565536a,2025-09-02 17:49:24,2025-09-06,4,C2223,M1024,Merchant_25,AMER,Brazil,Accommodation,P112,INV79755,netbanking,,GatewayB,122.42,1.14,0.0,121.28,121.28,matched,success,0.0,,6,B1119,2025-09-02 17:42:28,2025-09-02 18:11:32
0f0060f7-d0a6-41ae-9a1d-a50baf5bbabe,2025-08-09 01:43:17,2025-08-16,7,C2457,M1036,Merchant_37,EMEA,Netherlands,Retail,P147,INV97070,card,visa,GatewayA,161.59,3.42,8.08,150.09,150.09,matched,success,0.0,,11,B1051,2025-08-09 01:19:10,2025-08-09 01:57:10
2027feb0-2a88-499d-8944-2ccc5c95012a,2025-05-11 23:53:01,2025-05-18,7,C2198,M1028,Merchant_29,APAC,Singapore,Travel,P142,INV56370,card,mastercard,GatewayC,134.5,2.36,24.21,107.93,107.93,matched,success,0.0,,33,B1057,2025-05-11 23:39:39,2025-05-11 23:59:10
fd4f67c4-ab3e-4ff9-b41d-2137383fda12,2025-07-17 23:44:17,2025-07-18,1,C2694,M1029,Merchant_30,EMEA,Netherlands,Transport,P152,INV50984,card,visa,GatewayC,56.7,1.52,10.21,44.97,44.97,matched,success,0.0,,67,B1105,2025-07-17 23:31:16,2025-07-18 00:36:50
2dad52c0-fce7-4ca7-8559-e49e32057ca2,2025-06-04 11:45:26,2025-06-09,5,C2149,M1003,Merchant_4,AMER,Brazil,Retail,P143,INV82421,card,visa,GatewayB,112.41,2.14,0.0,110.27,110.27,matched,success,0.0,,36,B1076,2025-06-04 11:35:32,2025-06-04 12:02:59
33ce46d1-cc42-4ef8-8f12-5e2edc7f1b49,2025-07-02 09:22:29,2025-07-04,2,C2294,M1030,Merchant_31,APAC,Singapore,Retail,P149,INV95619,card,rupay,GatewayC,323.12,5.72,0.0,317.4,317.4,matched,success,0.0,,69,B1042,2025-07-02 08:53:30,2025-07-02 10:17:19
f2bdfd6e-7375-46cd-a071-02152e8ad811,2025-06-14 04:16:50,2025-06-16,2,C2750,M1010,Merchant_11,EMEA,Germany,Accommodation,P170,INV69388,upi,,GatewayA,21.86,0.3,2.62,18.94,18.94,matched,success,0.0,,82,B1075,2025-06-14 04:05:56,2025-06-14 04:33:49
a6903395-ad71-4588-9787-d968559565ca,2025-06-30 06:52:26,2025-07-03,3,C2771,M1041,Merchant_42,AMER,United States,Food,P140,INV53499,card,visa,GatewayC,29.78,1.12,3.57,25.09,25.09,matched,success,0.0,,14,B1114,2025-06-30 06:50:27,2025-06-30 07:15:43
b02e1273-98e6-42d7-a204-54e439a5c5f7,2025-05-08 20:51:43,2025-05-10,2,C2373,M1019,Merchant_20,APAC,Singapore,Travel,P149,INV92931,card,rupay,GatewayB,313.5,5.63,15.68,292.19,292.19,matched,success,0.0,,11,B1002,2025-05-08 20:06:01,2025-05-08 21:45:59
12c3f301-13da-4ff5-8fdb-30321cbd7ecb,2025-05-26 13:24:10,2025-05-29,3,C2459,M1040,Merchant_41,AMER,United States,Food,P174,INV84057,card,mastercard,GatewayC,53.24,1.36,2.66,49.22,49.22,matched,success,0.0,,89,B1085,2025-05-26 13:00:05,2025-05-26 14:08:02
6f48b004-7110-47ca-b735-dc1fb3e7ec99,2025-07-10 08:37:48,2025-07-17,7,C2110,M1032,Merchant_33,AMER,Canada,Food,P125,INV76533,card,mastercard,GatewayA,160.1,2.91,19.21,137.98,137.98,matched,success,0.0,,10,B1007,2025-07-10 08:24:19,2025-07-10 09:14:05
5ce4d460-47f9-4047-9d79-0c7ec5f93694,2025-07-16 21:09:00,2025-07-23,7,C2277,M1042,Merchant_43,EMEA,Netherlands,Retail,P120,INV81069,netbanking,,GatewayA,45.82,0.67,8.25,36.9,36.9,matched,success,0.0,,58,B1053,2025-07-16 20:15:58,2025-07-16 21:49:45
aef83958-38f7-4ca3-af93-7a98776db41c,2025-04-09 22:30:35,2025-04-13,4,C2037,M1053,Merchant_54,EMEA,Netherlands,Travel,P155,INV95093,wallet,,GatewayC,534.61,10.87,64.15,459.59,459.59,matched,refunded,358.57,c9d758ec-0463-47a0-a3b7-d84f7e85985c,59,B1102,2025-04-09 21:52:42,2025-04-09 22:34:48
06fb831d-ffbf-41ce-8f69-965ffeda02d4,2025-05-31 01:18:19,2025-06-05,5,C2553,M1004,Merchant_5,APAC,Japan,Travel,P117,INV80666,netbanking,,GatewayB,9.97,0.67,0.0,9.3,9.3,matched,success,0.0,,100,B1096,2025-05-31 01:17:25,2025-05-31 02:03:57
f66c89cc-a486-49cc-acd7-4367715dea70,2025-06-20 16:14:31,2025-06-22,2,C2249,M1001,Merchant_2,AMER,Canada,Accommodation,P172,INV84647,wallet,,GatewayA,99.91,2.14,11.99,85.78,85.78,matched,success,0.0,,36,B1113,2025-06-20 15:22:39,2025-06-20 16:14:48
d2405f98-957c-4165-a268-86a6c0e64058,2025-05-09 13:50:18,2025-05-13,4,C2474,M1003,Merchant_4,AMER,Brazil,Retail,P120,INV63002,card,mastercard,GatewayC,96.0,2.13,4.8,89.07,89.07,matched,refunded,75.21,2d9d3ca2-561b-4b5d-9ae0-96b51e6a0469,32,B1046,2025-05-09 13:05:49,2025-05-09 13:51:45
cf12d5f5-7cac-4e47-b007-a234deff55ff,2025-03-27 13:24:56,2025-03-30,3,C2503,M1008,Merchant_9,EMEA,France,Travel,P179,INV98434,wallet,,GatewayA,180.98,3.97,21.72,155.29,155.29,matched,success,0.0,,16,B1051,2025-03-27 13:24:04,2025-03-27 14:00:59
41055c7f-fa45-4f97-92b4-c3d978abf677,2025-03-16 15:50:13,2025-03-18,2,C2718,M1055,Merchant_56,APAC,India,Accommodation,P100,INV87346,netbanking,,GatewayC,38.09,0.44,4.57,33.08,33.08,matched,success,0.0,,62,B1078,2025-03-16 15:48:32,2025-03-16 16:36:35
624c4e06-176f-4ce6-8094-84f53d03f213,2025-07-25 07:44:13,2025-07-29,4,C2779,M1018,Merchant_19,APAC,Singapore,Transport,P133,INV63072,netbanking,,GatewayB,77.09,0.65,0.0,76.44,76.44,matched,success,0.0,,37,B1074,2025-07-25 07:35:06,2025-07-25 08:20:52
51e1d426-e953-4136-8ea8-ac1ea4f7eb0b,2025-08-04 05:43:25,2025-08-05,1,C2579,M1037,Merchant_38,EMEA,France,Accommodation,P148,INV77354,wallet,,GatewayA,56.76,1.26,0.0,55.5,55.5,matched,success,0.0,,26,B1093,2025-08-04 05:28:43,2025-08-04 06:39:59
11f797c8-b219-4728-97da-7092d6c31dac,2025-08-17 04:49:29,2025-08-20,3,C2013,M1004,Merchant_5,APAC,Japan,Travel,P109,INV77107,card,visa,GatewayA,17.42,0.47,2.09,14.86,14.86,matched,success,0.0,,69,B1014,2025-08-17 04:47:36,2025-08-17 05:27:56
79effce7-b758-4699-abf2-a21674d34e5f,2025-06-01 01:22:51,2025-06-03,2,C2233,M1043,Merchant_44,EMEA,UK,Travel,P111,INV89800,wallet,,GatewayB,97.1,2.36,11.65,83.09,83.09,matched,success,0.0,,25,B1055,2025-06-01 00:40:43,2025-06-01 01:51:13
f74ae22b-bbe3-4d6b-92e5-547a4c705fa4,2025-06-29 11:38:47,2025-06-30,1,C2227,M1022,Merchant_23,EMEA,France,Accommodation,P139,INV92436,wallet,,GatewayA,67.91,1.61,12.22,54.08,54.08,matched,success,0.0,,13,B1043,2025-06-29 11:17:40,2025-06-29 11:39:15
534f2584-1d55-4f09-a07b-d23750d7a889,2025-09-02 03:28:10,2025-09-04,2,C2329,M1033,Merchant_34,AMER,Canada,Accommodation,P125,INV57899,card,amex,GatewayB,124.96,2.76,6.25,115.95,115.95,matched,success,0.0,,26,B1102,2025-09-02 02:53:37,2025-09-02 04:16:32
a1ba9056-25f0-4e4f-b713-c85cb6f94787,2025-08-29 08:46:04,2025-09-03,5,C2638,M1029,Merchant_30,EMEA,Netherlands,Transport,P102,INV64447,upi,,GatewayB,147.22,1.47,0.0,145.75,145.75,matched,success,0.0,,9,B1019,2025-08-29 08:12:57,2025-08-29 09:27:54
328da322-ca12-4607-ba57-7c4097fbbb0e,2025-08-30 18:27:16,2025-08-31,1,C2321,M1032,Merchant_33,AMER,Canada,Food,P168,INV58661,wallet,,GatewayB,194.41,4.05,0.0,190.36,190.36,matched,success,0.0,,63,B1093,2025-08-30 18:22:42,2025-08-30 18:48:30
e6171a71-93a0-4a01-910b-1b1f95a941bc,2025-07-23 19:09:19,2025-07-30,7,C2772,M1026,Merchant_27,APAC,Japan,Food,P175,INV97132,card,visa,GatewayC,113.95,2.3,20.51,91.14,91.14,matched,success,0.0,,88,B1104,2025-07-23 18:18:46,2025-07-23 19:30:23
a4aa1e51-0401-42b8-b81b-6d32d3ca1e3b,2025-07-23 07:57:08,2025-07-30,7,C2513,M1037,Merchant_38,EMEA,France,Accommodation,P162,INV91561,netbanking,,GatewayC,21.1,0.7,2.53,17.87,17.87,matched,success,0.0,,97,B1103,2025-07-23 07:00:54,2025-07-23 08:19:44
7ad458ce-0514-49c5-abc0-fbb57b58e291,2025-08-29 16:47:35,2025-08-31,2,C2243,M1010,Merchant_11,EMEA,Germany,Accommodation,P157,INV73165,netbanking,,GatewayB,105.37,1.42,0.0,103.95,103.95,matched,success,0.0,,95,B1019,2025-08-29 16:46:17,2025-08-29 17:20:16
ff1849df-2195-419c-87b6-86f769ef738b,2025-07-17 23:19:00,2025-07-22,5,C2403,M1006,Merchant_7,APAC,India,Retail,P163,INV66215,netbanking,,GatewayA,45.58,0.5,0.0,45.08,45.08,matched,success,0.0,,191,B1089,2025-07-17 23:06:48,2025-07-18 00:17:11
5fa3a633-c166-4769-9db8-b70691801409,2025-08-13 11:35:47,2025-08-18,5,C2459,M1052,Merchant_53,AMER,United States,Retail,P110,INV97546,card,rupay,GatewayB,56.03,1.06,2.8,52.17,52.17,matched,success,0.0,,46,B1019,2025-08-13 11:01:26,2025-08-13 11:50:05
b420d451-cef0-4200-ac9c-b84f334a2c8c,2025-08-05 19:06:27,2025-08-07,2,C2762,M1004,Merchant_5,APAC,Japan,Travel,P165,INV61197,card,visa,GatewayA,45.38,1.13,5.45,38.8,38.8,matched,success,0.0,,37,B1053,2025-08-05 18:30:14,2025-08-05 19:31:53
104420d5-dfbc-4e18-8fb7-c433dba04171,2025-08-03 19:27:46,2025-08-06,3,C2677,M1056,Merchant_57,AMER,United States,Travel,P101,INV65591,wallet,,GatewayB,36.4,1.25,0.0,35.15,35.15,matched,success,0.0,,18,B1030,2025-08-03 18:35:08,2025-08-03 19:44:55
47826fb3-986a-4378-abb1-67cf7ddbd10b,2025-04-11 14:35:12,2025-04-14,3,C2624,M1047,Merchant_48,EMEA,UK,Transport,P106,INV67673,card,rupay,GatewayA,51.42,1.29,6.17,43.96,43.96,matched,success,0.0,,22,B1037,2025-04-11 13:50:55,2025-04-11 15:21:13
770e4d17-96f4-46a5-949a-e574afe29e08,2025-05-11 09:54:42,2025-05-13,2,C2590,M1010,Merchant_11,EMEA,Germany,Accommodation,P167,INV98452,card,visa,GatewayC,126.96,2.7,0.0,124.26,124.26,matched,success,0.0,,41,B1064,2025-05-11 09:47:37,2025-05-11 09:56:29
